0.324937,0.8066
0.365963,0.8066
0.403368,0.8066
0.440761,0.8108
0.479579,0.8108
0.529126,0.8138
0.567375,0.8138
0.60786,0.8138
0.644279,0.8176
0.692692,0.8176
0.732786,0.818
0.77016,0.818
0.809174,0.8172
0.856195,0.8172
0.895612,0.8172
0.943234,0.8166
0.979392,0.8166
1.01693,0.819
1.05692,0.819
1.09596,0.819
1.13698,0.8176
1.1807,0.8176
1.22711,0.818
1.26578,0.818
1.30295,0.818
1.34025,0.818
1.37675,0.818
1.41469,0.813
1.45333,0.813
1.50086,0.813
1.53933,0.8114
1.57605,0.8114
1.62349,0.8192
1.66346,0.8192
1.7018,0.8192
1.74336,0.834
1.78307,0.834
1.82019,0.8598
1.86841,0.8598
1.91645,0.8836
1.95459,0.8836
1.99198,0.8836
2.0297,0.9052
2.07266,0.9052
2.11637,0.9232
2.15591,0.9232
2.19658,0.9232
2.23805,0.9414
2.28148,0.9414
2.32924,0.958
2.36817,0.958
2.4055,0.9804
2.44285,0.9804
2.47932,0.9804
2.51717,1.0048
2.55723,1.0048
2.60479,1.0048
2.65333,1.0048
2.69239,1.0048
2.7319,1.0048
2.7756,1.0048
2.81701,1.0048
2.85413,1.0798
2.90125,1.0798
2.94036,1.0944
2.97683,1.0944
3.01385,1.1026
3.05216,1.1026
3.09093,1.1026
3.13066,1.1026
3.172,1.1034
3.21391,1.1034
3.25407,1.1034
3.29448,1.1028
3.34453,1.1044
3.38336,1.1044
3.42054,1.1044
3.45903,1.0938
3.50247,1.0788
3.54419,1.0788
3.58223,1.0788
3.62175,1.0788
3.66209,1.0788
3.70513,1.0674
3.74791,1.0674
3.78618,1.0674
3.82736,1.0516
3.87139,1.0516
3.9122,1.036
3.95074,1.036
3.98801,1.036
4.02631,1.036
4.06525,1.036
4.10359,0.9872
4.14282,0.9872
4.184,0.9872
4.2265,0.9872
4.26535,0.9604
4.304,0.9484
4.34265,0.9484
4.38262,0.9484
4.42102,0.9352
4.45947,0.9352
4.5004,0.9352
4.54251,0.9352
4.58496,0.9192
4.62767,0.9192
4.67038,0.9192
4.71482,0.9012
4.75391,0.8838
4.79242,0.8574
4.82921,0.8574
4.8763,0.8574
4.9168,0.8444
4.95419,0.8444
4.99252,0.8308
5.03158,0.8308
5.07088,0.8308
5.11794,0.8302
5.15974,0.8302
5.19919,0.8314
5.24031,0.8314
5.28148,0.8314
5.32173,0.825
5.36265,0.825
5.40073,0.83
5.43904,0.83
5.47623,0.83
5.5145,0.829
5.55624,0.829
5.60607,0.8264
5.6465,0.8264
5.68304,0.8334
5.72129,0.8334
5.76147,0.8334
5.80792,0.8456
5.84683,0.8456
5.88982,0.8608
5.93279,0.8608
5.97027,0.8608
6.00751,0.8836
6.0445,0.8836
6.0851,0.8924
6.13487,0.8924
6.17629,0.8924
6.215,0.8862
6.25328,0.8862
6.29224,0.8728
6.33179,0.8728
6.37263,0.8728
6.41621,0.87
6.45932,0.87
6.50008,0.8696
6.53747,0.8696
6.57489,0.8696
6.61525,0.8802
6.65887,0.8802
6.70015,0.8862
6.74129,0.8862
6.78501,0.8962
6.82817,0.8962
6.87606,0.8962
6.91471,0.8958
6.9549,0.8958
6.99251,0.895
7.04025,0.895
7.07825,0.9026
7.11881,0.9026
7.15911,0.9026
7.20425,0.917
7.24395,0.917
7.28436,0.9316
7.32642,0.9316
7.37432,0.9316
7.41441,0.9414
7.45183,0.9414
7.4899,0.9514
7.53025,0.9514
7.57927,0.9514
7.61874,0.9608
7.65811,0.9608
7.7013,0.9678
7.74511,0.9678
7.78547,0.98
7.82745,0.98
7.86967,0.98
7.91292,0.9914
7.95588,0.9914
7.9923,0.9966
8.03018,0.9966
8.07156,0.9966
8.10995,1.0044
8.14704,1.0044
8.18861,1.0178
8.23332,1.0178
8.27438,1.0178
8.31476,1.0342
8.35538,1.0342
8.39839,1.0466
8.44224,1.0466
8.48259,1.0602
8.5254,1.0602
8.5688,1.0602
8.61143,1.0658
8.64808,1.0658
8.68729,1.0768
8.7307,1.0768
8.77385,1.0768
8.81717,1.0856
8.85978,1.0856
8.90015,1.1006
8.94369,1.1006
8.98016,1.1106
9.01782,1.1106
9.06051,1.1106
9.10372,1.1174
9.14579,1.1174
9.18327,1.129
9.22166,1.129
9.26491,1.129
9.30696,1.1318
9.34892,1.1318
9.38838,1.1388
9.42961,1.1388
9.47417,1.1388
9.52261,1.1472
9.56048,1.1472
9.60217,1.1612
9.64479,1.1612
9.68224,1.1638
9.71945,1.1638
9.75704,1.1638
9.7982,1.1678
9.83956,1.1678
