4.25453,0.996
4.35365,0.9962
4.45314,0.9976
4.55263,0.9988
4.6525,0.9952
4.75228,0.9834
4.85182,0.9748
4.95133,0.9632
5.05085,0.9504
5.15024,0.9358
5.24973,0.9242
5.34957,0.9122
5.44938,0.9002
5.54939,0.8874
5.64835,0.8784
5.74842,0.8656
5.8479,0.851
5.94783,0.843
6.0473,0.833
6.14709,0.8196
6.246,0.806
6.34611,0.7966
6.44541,0.7814
6.54551,0.7718
6.64504,0.7578
6.74467,0.7448
6.84438,0.732
6.94334,0.7282
7.04322,0.7122
7.14273,0.6956
7.24281,0.6912
7.3419,0.6742
7.44158,0.659
7.54122,0.6504
7.64096,0.6356
7.74083,0.6488
7.84012,0.6662
7.93957,0.6794
8.03921,0.6912
8.13905,0.705
8.23823,0.7188
8.33793,0.7304
8.43749,0.7412
8.53708,0.7518
8.63681,0.765
8.73612,0.7768
8.83582,0.7882
8.93566,0.804
9.03494,0.814
9.13471,0.8252
9.23407,0.8326
9.33342,0.8486
9.43287,0.863
9.53281,0.872
9.63216,0.888
9.73214,0.8976
9.83142,0.9086
9.93159,0.9194
10.0306,0.9368
10.1302,0.9448
10.2298,0.957
10.3297,0.969
10.4291,0.9676
10.5293,0.962
10.6287,0.9478
10.7284,0.938
10.8282,0.9238
10.9276,0.9128
11.0263,0.9028
11.1264,0.8904
11.2257,0.8782
11.3259,0.8678
11.4252,0.8522
11.5247,0.8442
11.6243,0.8292
11.7242,0.8162
11.8242,0.824
11.9234,0.8394
12.0228,0.8518
12.1226,0.8622
12.2225,0.8786
12.3211,0.8886
12.4207,0.898
12.5204,0.9098
12.6203,0.9204
12.7197,0.9308
12.8191,0.9442
12.9189,0.9584
13.018,0.9722
13.1179,0.981
13.2182,0.9942
13.3179,1.0076
13.4169,1.0194
13.5169,1.0262
13.6161,1.04
13.7158,1.0504
13.8154,1.0648
13.9152,1.0784
14.0147,1.0888
14.1145,1.1002
14.214,1.116
14.3135,1.1246
14.4129,1.1254
14.5127,1.125
14.6123,1.1014
14.712,1.0936
14.8119,1.0806
14.9115,1.0652
15.0103,1.0572
15.1098,1.0428
15.2095,1.0316
15.3091,1.0196
15.4083,1.0112
15.5082,0.9936
15.608,0.9858
15.7074,0.9722
15.8072,0.9646
15.9063,0.9492
16.006,0.9342
16.1058,0.9252
16.2052,0.9164
16.3046,0.9012
16.4044,0.8892
16.5042,0.878
16.6036,0.864
16.7033,0.8546
16.803,0.8442
16.9024,0.8506
17.0022,0.8622
17.102,0.8762
17.2014,0.8866
17.301,0.8948
17.4,0.9062
17.5,0.9208
17.6,0.9298
17.6995,0.945
17.799,0.9548
17.8984,0.9702
17.9978,0.9822
18.0974,0.991
18.197,1.0014
18.2967,1.0136
18.3968,1.0274
18.4961,1.0374
18.5963,1.055
18.6957,1.065
18.7953,1.0782
18.8948,1.0858
18.9946,1.1014
19.094,1.1082
19.1936,1.1198
19.2932,1.1366
19.3929,1.1506
19.492,1.1612
19.5917,1.1712
19.6913,1.1826
19.7905,inf
19.8899,inf
19.9899,inf
20.0893,inf
20.1887,inf
20.2883,inf
20.3882,nan
20.4879,1.2152
20.5876,inf
20.6871,nan
20.7863,nan
20.8857,inf
20.9857,1.2462
21.0853,inf
21.1848,1.2224
21.2847,inf
21.3842,inf
21.4841,nan
21.5835,nan
21.6832,2.515
21.7826,2.492
21.8821,2.4898
21.9819,nan
22.0819,inf
22.1809,nan
22.2805,nan
22.3803,1.6966
22.4796,1.3242
22.5792,1.186
22.6793,1.5406
22.7783,1.0362
22.8779,1.024
22.9778,1.0162
23.0774,1.0008
23.1768,0.9932
23.2765,0.9788
23.3759,0.9676
23.4757,0.958
23.5747,0.9458
23.6747,0.9322
23.7742,0.9206
23.8734,0.9128
23.9739,0.9142
24.073,0.9144
24.1722,0.9184
24.2719,0.9232
24.3716,0.9282
24.4707,0.927
24.5706,0.9272
24.6701,0.922
24.7698,0.919
24.8693,1.4028
24.9694,1.5176
25.0685,nan
25.1683,inf
25.2681,0.911
25.3679,0.9088
25.4673,0.9102
25.5673,0.9086
25.6671,0.9116
25.7664,0.929
25.8657,0.938
25.9654,0.9512
26.065,0.9662
26.1646,0.975
26.264,0.9866
26.3635,0.9988
26.4629,1.0064
26.5627,1.0228
26.663,1.03
26.7624,1.0286
26.8621,1.0166
26.9613,1.008
27.0607,0.9928
27.1607,0.9842
27.2602,0.9714
27.3595,0.9622
27.4595,0.9476
27.5589,0.9376
27.6583,0.9256
27.7581,0.9126
27.8577,0.9058
27.957,0.8922
28.0569,0.8752
28.1568,0.8656
28.2559,0.8712
28.3556,0.8726
28.4557,0.8796
28.5545,0.8932
28.6538,0.9086
28.7542,0.9126
28.8532,0.9288
28.9532,0.938
29.0529,0.9506
29.1523,0.9634
29.2517,0.9796
29.3515,0.9886
29.4509,0.9998
29.5502,1.0084
29.65,1.0202
29.7496,1.0308
29.8495,1.044
29.9487,1.0432
30.0483,1.0416
30.1482,1.0542
30.2476,1.066
30.3475,1.0796
30.4469,1.0902
30.5469,1.103
30.6466,1.1178
30.7461,1.1256
30.8456,1.1398
30.9451,1.154
31.0444,1.1504
31.1445,1.1418
31.244,1.1274
31.3436,1.1188
31.4437,1.1054
31.5429,1.0938
31.6421,1.0794
31.7414,1.0676
31.8412,1.0598
31.9406,1.0432
32.0402,1.0308
32.14,1.0184
32.2392,1.0098
32.3392,0.9986
32.4384,0.9816
32.5382,0.9748
32.6375,0.9608
32.737,0.9514
32.8364,0.9368
32.9362,0.9326
33.0358,0.9304
33.1355,0.9364
33.2355,0.931
33.3346,0.9532
33.4343,0.9648
33.5342,0.9742
33.6335,0.9836
33.7333,0.9954
33.8327,1.0088
33.9323,1.0206
34.0317,1.0318
34.1314,1.044
34.2312,1.063
34.3311,1.073
34.4304,1.0838
34.53,1.0944
34.6293,1.1078
34.7292,1.1246
34.8288,1.13
34.9281,1.1458
35.0277,1.1616
35.1278,1.1758
35.2274,1.1868
35.3271,1.1828
35.4264,1.1802
35.5262,1.1768
35.6261,1.1834
35.7254,1.1934
35.8255,1.2072
35.925,1.2208
36.0248,1.2332
36.1242,1.2428
36.2235,1.249
36.3233,1.2432
36.4228,1.2392
36.5228,1.238
36.6223,1.2544
36.7221,1.2654
36.8211,1.2584
36.9208,1.2628
37.0206,1.2542
37.1199,1.2424
37.2198,1.2288
37.3196,1.2164
37.4189,1.2066
37.5185,1.195
37.6176,1.1784
37.717,1.166
37.8167,1.1522
37.9163,1.142
38.0162,1.126
38.1156,1.1174
38.2148,1.1064
38.3143,1.0908
38.414,1.0782
38.5138,1.065
38.6135,1.0548
38.713,1.0422
38.8126,1.0324
38.912,1.018
39.012,1.01
39.1116,0.996
39.2117,0.984
39.3107,0.9732
39.4103,0.9658
39.5103,0.9548
39.6095,0.9596
39.7092,0.9626
39.809,0.96
39.9085,0.9704
40.0081,0.9864
40.1079,1.0002
40.2069,1.0128
40.3068,1.0202
40.4062,1.039
40.5062,1.0482
40.6056,1.0608
40.7053,1.0724
40.8044,1.081
40.904,1.0938
41.0039,1.0924
41.1039,1.086
41.2026,1.077
41.3027,1.0564
41.4017,1.047
41.5021,1.0338
41.6012,1.0224
41.701,1.0112
41.8006,0.9984
41.9003,0.9894
41.9997,0.9756
42.0989,0.9644
42.1988,0.9558
42.2985,0.9438
42.398,0.9312
42.4977,0.9194
42.5977,0.9094
42.6975,0.8956
42.7967,0.8858
42.8965,0.873
42.9959,0.8586
43.0956,0.8442
43.1954,0.8368
43.2946,0.8246
43.3947,0.8126
43.4942,0.7956
43.5938,0.7898
43.6932,0.7764
43.7934,0.7702
43.8924,0.764
43.9925,0.759
44.0922,0.7692
44.1916,0.7718
44.2908,0.7864
44.3906,0.7994
44.4907,0.8134
44.5896,0.827
44.6892,0.8386
44.7887,0.8504
44.8885,0.8616
44.9879,0.8718
45.0876,0.8842
45.1868,0.8952
45.2865,0.9082
45.3859,0.9174
45.4853,0.9292
45.5852,0.9408
45.6846,0.9548
45.7845,0.9648
45.8842,0.979
45.9839,0.9888
46.0835,0.9986
46.1833,1.0136
46.2831,1.0148
46.3825,1.0158
46.4817,1.016
46.5813,1.0168
46.6815,1.0262
46.7806,1.0208
46.8804,1.0162
46.9797,1.006
47.0795,0.9936
47.1792,0.982
47.2784,0.97
47.3776,0.9552
47.4775,0.9502
47.5772,0.9322
47.6767,0.9214
47.7761,0.9086
47.8759,0.897
47.9756,0.8886
48.0753,0.877
48.1743,0.8658
48.274,0.853
48.3737,0.8378
48.4737,0.8288
48.5734,0.8158
48.6729,0.803
48.7726,0.7904
48.8723,0.7786
48.9714,0.7684
49.0712,0.7682
49.1711,0.78
49.2704,0.7948
49.3701,0.806
49.4697,0.8158
49.5692,0.828
49.6686,0.8392
49.7684,0.8518
49.868,0.8678
49.9673,0.8758
50.0669,0.8898
50.1667,0.9028
50.2663,0.9158
50.3652,0.9254
50.4653,0.936
50.565,0.9462
50.6645,0.9594
50.7642,0.9702
50.8638,0.973
50.9638,0.9686
51.0636,0.9676
51.163,0.9574
51.2621,0.9414
51.3613,0.9286
51.4608,0.9182
51.5608,0.9038
51.6605,0.8942
51.7599,0.8848
51.8596,0.869
51.9594,0.8642
52.059,0.8464
52.1588,0.8398
52.2583,0.8282
52.3584,0.8064
52.4577,0.7962
52.5574,0.789
52.6567,0.778
52.7567,0.763
52.8563,0.7558
52.9559,0.7602
53.0552,0.76
53.1552,0.757
53.2544,0.7582
53.3544,0.7618
53.4541,0.7556
53.5534,0.7596
53.6526,0.7562
53.7527,0.76
53.8523,0.7622
53.952,0.7606
54.051,0.7636
54.1509,0.7582
54.2503,0.7628
54.3498,inf
54.4493,inf
54.5488,3.1926
54.6484,2.0984
54.7482,inf
54.8483,0.7588
54.9479,0.7612
55.0473,0.7604
55.147,0.7564
55.2466,0.7578
55.3463,0.7586
55.4456,0.7602
55.5455,0.7618
55.6451,0.7664
55.7442,0.7642
55.844,0.7626
55.9435,0.7684
56.0431,0.7848
56.1428,0.799
56.2421,0.8094
56.3418,0.8194
56.4413,0.83
56.5411,0.8534
56.6405,0.8564
56.7399,0.8714
56.8397,0.8832
56.9388,0.8852
57.0388,0.879
57.1384,0.879
57.2383,0.866
57.3373,0.849
57.4372,0.8394
57.5368,0.8266
57.6362,0.8128
